Annual mileage mi,Regular round trip range mi required by the user.  Ecar range is same /0.6 to allow 80-20% charge state for required range to maximise battery longevity.,Range design to give range with 80-20% charge cycling to maximise life,Ecar Archetype Index,Ecar design Range mi,Total Ecar + charger up front cost,Archetype Ecar Efficiency mi/kWh,Archetype Ecar Battery kWh,Regularly utilised Ecar Battery kWh,Regularly utilised % of full battery capacity (should be <=60%),Typical home chargup time hrs for utilised capacity,Typical home charging time at night rate hrs,Typical home charging time at day rate hrs,home charging night rate kWh,home charging day rate kWh,public charging kWh,home charging night rate fraction,home charging day rate fraction,public top up charging fraction,aggregate charging electricity cost p/kWh,aggregate charging electricity cost p/mi,Annual elec cost £,Total elec costs over assessment period £,total mileage over assessed time period,Max car mileage,No of car replacements over assessment period,Total E Car replacement cost £,Total loan interest on initial Ecar and charger and replacement Ecars £,Est Ecar annual servicing cost low £,Est Ecar annual servicing cost med £,Est Ecar annual servicing cost high £,Est annual servicing cost Ecar,Est total servicing cost Ecar,Total Ecar cost  £,Assumed alternative petrol car  up front cost,Assumed alternative petrol car consumption mpg,Petrol cost p/mi,Annual petrol cost £,Total petrol costs over assessment period £,Total petrol car replacements costs £,Total loan interest on initial and replacement petrol cars £,Est petrol car annual servicing cost low £,Est petrol car annual servicing cost med £,Est petrol car annual servicing cost high £,Est annual servicing cost petrol car,Est total servicing cost petrol car,Total Petrol car cost  £,Est annual servicing cost saving elec v petrol £,Total maintenance saving over assessment period £,Total 8 year new electric vs new petrol car cost saving with home charger + public top up where necessary £,
"12,500",75,125,6,239.128,"£17,581",3.327,72.38,22.54,31%, -   , -   , -   , -   , -   ,22.54, -   , -   ,1,51,15.33,"£1,916","£7,665","50,000","100,000", -   , £-  , £-  ,"£1,022","£1,039","£1,139","£1,039","£4,156","£29,402","£14,065",50,13.62,"£1,703","£6,810", £-  , £-  ,"£1,012","£1,497","£1,668","£1,497","£5,988","£26,863",£458,"£1,832","-£2,538.90",
"12,500",75,125,7,262.616,"£21,881",3.235,81.64,23.18,28%, -   , -   , -   , -   , -   ,23.18, -   , -   ,1,51,15.76,"£1,971","£7,882","50,000","100,000", -   , £-  , £-  ,"£1,022","£1,039","£1,139","£1,039","£4,156","£33,919","£17,505",50,13.62,"£1,703","£6,810", £-  , £-  ,"£1,012","£1,497","£1,668","£1,497","£5,988","£30,303",£458,"£1,832","-£3,616.50",
"12,500",75,125,8,285.831,"£25,124",3.221,90.08,23.28,26%, -   , -   , -   , -   , -   ,23.28, -   , -   ,1,51,15.83,"£1,979","£7,916","50,000","100,000", -   , £-  , £-  ,"£1,022","£1,039","£1,139","£1,039","£4,156","£37,196","£20,099",50,13.62,"£1,703","£6,810", £-  , £-  ,"£1,012","£1,497","£1,668","£1,497","£5,988","£32,897",£458,"£1,832","-£4,298.50",
"12,500",75,125,9,312.628,"£26,150",3.196,98.87,23.47,24%, -   , -   , -   , -   , -   ,23.47, -   , -   ,1,51,15.96,"£1,995","£7,979","50,000","100,000", -   , £-  , £-  ,"£1,022","£1,039","£1,139","£1,039","£4,156","£38,285","£20,920",50,13.62,"£1,703","£6,810", £-  , £-  ,"£1,012","£1,497","£1,668","£1,497","£5,988","£33,718",£458,"£1,832","-£4,566.90",
"12,500",90,150,3,163.11,"£10,221",3.602,45.42,24.98,55%, -   , -   , -   , -   , -   ,24.98, -   , -   ,1,51,14.16,"£1,770","£7,079","50,000","100,000", -   , £-  , £-  ,"£1,022","£1,039","£1,139","£1,039","£4,156","£21,455","£8,177",50,13.62,"£1,703","£6,810", £-  , £-  ,"£1,012","£1,497","£1,668","£1,497","£5,988","£20,975",£458,"£1,832",-£480.70,
"12,500",90,150,4,188.871,"£13,619",3.388,57.85,26.57,46%, -   , -   , -   , -   , -   ,26.57, -   , -   ,1,51,15.05,"£1,882","£7,527","50,000","100,000", -   , £-  , £-  ,"£1,022","£1,039","£1,139","£1,039","£4,156","£25,302","£10,895",50,13.62,"£1,703","£6,810", £-  , £-  ,"£1,012","£1,497","£1,668","£1,497","£5,988","£23,693",£458,"£1,832","-£1,609.20",
"12,500",90,150,5,213.698,"£15,092",3.313,65.24,27.17,42%, -   , -   , -   , -   , -   ,27.17, -   , -   ,1,51,15.4,"£1,924","£7,698","50,000","100,000", -   , £-  , £-  ,"£1,022","£1,039","£1,139","£1,039","£4,156","£26,945","£12,073",50,13.62,"£1,703","£6,810", £-  , £-  ,"£1,012","£1,497","£1,668","£1,497","£5,988","£24,871",£458,"£1,832","-£2,074.10",
"12,500",90,150,6,239.128,"£17,581",3.327,72.38,27.05,37%, -   , -   , -   , -   , -   ,27.05, -   , -   ,1,51,15.33,"£1,916","£7,665","50,000","100,000", -   , £-  , £-  ,"£1,022","£1,039","£1,139","£1,039","£4,156","£29,402","£14,065",50,13.62,"£1,703","£6,810", £-  , £-  ,"£1,012","£1,497","£1,668","£1,497","£5,988","£26,863",£458,"£1,832","-£2,538.90",
"12,500",90,150,7,262.616,"£21,881",3.235,81.64,27.82,34%, -   , -   , -   , -   , -   ,27.82, -   , -   ,1,51,15.76,"£1,971","£7,882","50,000","100,000", -   , £-  , £-  ,"£1,022","£1,039","£1,139","£1,039","£4,156","£33,919","£17,505",50,13.62,"£1,703","£6,810", £-  , £-  ,"£1,012","£1,497","£1,668","£1,497","£5,988","£30,303",£458,"£1,832","-£3,616.50",
"12,500",90,150,8,285.831,"£25,124",3.221,90.08,27.94,31%, -   , -   , -   , -   , -   ,27.94, -   , -   ,1,51,15.83,"£1,979","£7,916","50,000","100,000", -   , £-  , £-  ,"£1,022","£1,039","£1,139","£1,039","£4,156","£37,196","£20,099",50,13.62,"£1,703","£6,810", £-  , £-  ,"£1,012","£1,497","£1,668","£1,497","£5,988","£32,897",£458,"£1,832","-£4,298.50",
"12,500",90,150,9,312.628,"£26,150",3.196,98.87,28.16,28%, -   , -   , -   , -   , -   ,28.16, -   , -   ,1,51,15.96,"£1,995","£7,979","50,000","100,000", -   , £-  , £-  ,"£1,022","£1,039","£1,139","£1,039","£4,156","£38,285","£20,920",50,13.62,"£1,703","£6,810", £-  , £-  ,"£1,012","£1,497","£1,668","£1,497","£5,988","£33,718",£458,"£1,832","-£4,566.90",
"12,500",105,175,4,188.871,"£13,619",3.388,57.85,31,54%, -   , -   , -   , -   , -   ,31, -   , -   ,1,51,15.05,"£1,882","£7,527","50,000","100,000", -   , £-  , £-  ,"£1,022","£1,039","£1,139","£1,039","£4,156","£25,302","£10,895",50,13.62,"£1,703","£6,810", £-  , £-  ,"£1,012","£1,497","£1,668","£1,497","£5,988","£23,693",£458,"£1,832","-£1,609.20",
"12,500",105,175,5,213.698,"£15,092",3.313,65.24,31.7,49%, -   , -   , -   , -   , -   ,31.7, -   , -   ,1,51,15.4,"£1,924","£7,698","50,000","100,000", -   , £-  , £-  ,"£1,022","£1,039","£1,139","£1,039","£4,156","£26,945","£12,073",50,13.62,"£1,703","£6,810", £-  , £-  ,"£1,012","£1,497","£1,668","£1,497","£5,988","£24,871",£458,"£1,832","-£2,074.10",
"12,500",105,175,6,239.128,"£17,581",3.327,72.38,31.56,44%, -   , -   , -   , -   , -   ,31.56, -   , -   ,1,51,15.33,"£1,916","£7,665","50,000","100,000", -   , £-  , £-  ,"£1,022","£1,039","£1,139","£1,039","£4,156","£29,402","£14,065",50,13.62,"£1,703","£6,810", £-  , £-  ,"£1,012","£1,497","£1,668","£1,497","£5,988","£26,863",£458,"£1,832","-£2,538.90",
"12,500",105,175,7,262.616,"£21,881",3.235,81.64,32.46,40%, -   , -   , -   , -   , -   ,32.46, -   , -   ,1,51,15.76,"£1,971","£7,882","50,000","100,000", -   , £-  , £-  ,"£1,022","£1,039","£1,139","£1,039","£4,156","£33,919","£17,505",50,13.62,"£1,703","£6,810", £-  , £-  ,"£1,012","£1,497","£1,668","£1,497","£5,988","£30,303",£458,"£1,832","-£3,616.50",
"12,500",105,175,8,285.831,"£25,124",3.221,90.08,32.59,36%, -   , -   , -   , -   , -   ,32.59, -   , -   ,1,51,15.83,"£1,979","£7,916","50,000","100,000", -   , £-  , £-  ,"£1,022","£1,039","£1,139","£1,039","£4,156","£37,196","£20,099",50,13.62,"£1,703","£6,810", £-  , £-  ,"£1,012","£1,497","£1,668","£1,497","£5,988","£32,897",£458,"£1,832","-£4,298.50",
"12,500",105,175,9,312.628,"£26,150",3.196,98.87,32.85,33%, -   , -   , -   , -   , -   ,32.85, -   , -   ,1,51,15.96,"£1,995","£7,979","50,000","100,000", -   , £-  , £-  ,"£1,022","£1,039","£1,139","£1,039","£4,156","£38,285","£20,920",50,13.62,"£1,703","£6,810", £-  , £-  ,"£1,012","£1,497","£1,668","£1,497","£5,988","£33,718",£458,"£1,832","-£4,566.90",
"12,500",120,200,5,213.698,"£15,092",3.313,65.24,36.22,56%, -   , -   , -   , -   , -   ,36.22, -   , -   ,1,51,15.4,"£1,924","£7,698","50,000","100,000", -   , £-  , £-  ,"£1,022","£1,039","£1,139","£1,039","£4,156","£26,945","£12,073",50,13.62,"£1,703","£6,810", £-  , £-  ,"£1,012","£1,497","£1,668","£1,497","£5,988","£24,871",£458,"£1,832","-£2,074.10",
"12,500",120,200,6,239.128,"£17,581",3.327,72.38,36.07,50%, -   , -   , -   , -   , -   ,36.07, -   , -   ,1,51,15.33,"£1,916","£7,665","50,000","100,000", -   , £-  , £-  ,"£1,022","£1,039","£1,139","£1,039","£4,156","£29,402","£14,065",50,13.62,"£1,703","£6,810", £-  , £-  ,"£1,012","£1,497","£1,668","£1,497","£5,988","£26,863",£458,"£1,832","-£2,538.90",
"12,500",120,200,7,262.616,"£21,881",3.235,81.64,37.09,45%, -   , -   , -   , -   , -   ,37.09, -   , -   ,1,51,15.76,"£1,971","£7,882","50,000","100,000", -   , £-  , £-  ,"£1,022","£1,039","£1,139","£1,039","£4,156","£33,919","£17,505",50,13.62,"£1,703","£6,810", £-  , £-  ,"£1,012","£1,497","£1,668","£1,497","£5,988","£30,303",£458,"£1,832","-£3,616.50",
"12,500",120,200,8,285.831,"£25,124",3.221,90.08,37.25,41%, -   , -   , -   , -   , -   ,37.25, -   , -   ,1,51,15.83,"£1,979","£7,916","50,000","100,000", -   , £-  , £-  ,"£1,022","£1,039","£1,139","£1,039","£4,156","£37,196","£20,099",50,13.62,"£1,703","£6,810", £-  , £-  ,"£1,012","£1,497","£1,668","£1,497","£5,988","£32,897",£458,"£1,832","-£4,298.50",
"12,500",120,200,9,312.628,"£26,150",3.196,98.87,37.55,38%, -   , -   , -   , -   , -   ,37.55, -   , -   ,1,51,15.96,"£1,995","£7,979","50,000","100,000", -   , £-  , £-  ,"£1,022","£1,039","£1,139","£1,039","£4,156","£38,285","£20,920",50,13.62,"£1,703","£6,810", £-  , £-  ,"£1,012","£1,497","£1,668","£1,497","£5,988","£33,718",£458,"£1,832","-£4,566.90",
"12,500",135,225,6,239.128,"£17,581",3.327,72.38,40.58,56%, -   , -   , -   , -   , -   ,40.58, -   , -   ,1,51,15.33,"£1,916","£7,665","50,000","100,000", -   , £-  , £-  ,"£1,022","£1,039","£1,139","£1,039","£4,156","£29,402","£14,065",50,13.62,"£1,703","£6,810", £-  , £-  ,"£1,012","£1,497","£1,668","£1,497","£5,988","£26,863",£458,"£1,832","-£2,538.90",
"12,500",135,225,7,262.616,"£21,881",3.235,81.64,41.73,51%, -   , -   , -   , -   , -   ,41.73, -   , -   ,1,51,15.76,"£1,971","£7,882","50,000","100,000", -   , £-  , £-  ,"£1,022","£1,039","£1,139","£1,039","£4,156","£33,919","£17,505",50,13.62,"£1,703","£6,810", £-  , £-  ,"£1,012","£1,497","£1,668","£1,497","£5,988","£30,303",£458,"£1,832","-£3,616.50",
"12,500",135,225,8,285.831,"£25,124",3.221,90.08,41.91,47%, -   , -   , -   , -   , -   ,41.91, -   , -   ,1,51,15.83,"£1,979","£7,916","50,000","100,000", -   , £-  , £-  ,"£1,022","£1,039","£1,139","£1,039","£4,156","£37,196","£20,099",50,13.62,"£1,703","£6,810", £-  , £-  ,"£1,012","£1,497","£1,668","£1,497","£5,988","£32,897",£458,"£1,832","-£4,298.50",
"12,500",135,225,9,312.628,"£26,150",3.196,98.87,42.24,43%, -   , -   , -   , -   , -   ,42.24, -   , -   ,1,51,15.96,"£1,995","£7,979","50,000","100,000", -   , £-  , £-  ,"£1,022","£1,039","£1,139","£1,039","£4,156","£38,285","£20,920",50,13.62,"£1,703","£6,810", £-  , £-  ,"£1,012","£1,497","£1,668","£1,497","£5,988","£33,718",£458,"£1,832","-£4,566.90",
"12,500",150,250,7,262.616,"£21,881",3.235,81.64,46.37,57%, -   , -   , -   , -   , -   ,46.37, -   , -   ,1,51,15.76,"£1,971","£7,882","50,000","100,000", -   , £-  , £-  ,"£1,022","£1,039","£1,139","£1,039","£4,156","£33,919","£17,505",50,13.62,"£1,703","£6,810", £-  , £-  ,"£1,012","£1,497","£1,668","£1,497","£5,988","£30,303",£458,"£1,832","-£3,616.50",
"12,500",150,250,8,285.831,"£25,124",3.221,90.08,46.56,52%, -   , -   , -   , -   , -   ,46.56, -   , -   ,1,51,15.83,"£1,979","£7,916","50,000","100,000", -   , £-  , £-  ,"£1,022","£1,039","£1,139","£1,039","£4,156","£37,196","£20,099",50,13.62,"£1,703","£6,810", £-  , £-  ,"£1,012","£1,497","£1,668","£1,497","£5,988","£32,897",£458,"£1,832","-£4,298.50",
"12,500",150,250,9,312.628,"£26,150",3.196,98.87,46.93,47%, -   , -   , -   , -   , -   ,46.93, -   , -   ,1,51,15.96,"£1,995","£7,979","50,000","100,000", -   , £-  , £-  ,"£1,022","£1,039","£1,139","£1,039","£4,156","£38,285","£20,920",50,13.62,"£1,703","£6,810", £-  , £-  ,"£1,012","£1,497","£1,668","£1,497","£5,988","£33,718",£458,"£1,832","-£4,566.90",
"12,500",165,275,8,285.831,"£25,124",3.221,90.08,51.22,57%, -   , -   , -   , -   , -   ,51.22, -   , -   ,1,51,15.83,"£1,979","£7,916","50,000","100,000", -   , £-  , £-  ,"£1,022","£1,039","£1,139","£1,039","£4,156","£37,196","£20,099",50,13.62,"£1,703","£6,810", £-  , £-  ,"£1,012","£1,497","£1,668","£1,497","£5,988","£32,897",£458,"£1,832","-£4,298.50",
"12,500",165,275,9,312.628,"£26,150",3.196,98.87,51.63,52%, -   , -   , -   , -   , -   ,51.63, -   , -   ,1,51,15.96,"£1,995","£7,979","50,000","100,000", -   , £-  , £-  ,"£1,022","£1,039","£1,139","£1,039","£4,156","£38,285","£20,920",50,13.62,"£1,703","£6,810", £-  , £-  ,"£1,012","£1,497","£1,668","£1,497","£5,988","£33,718",£458,"£1,832","-£4,566.90",
"12,500",180,300,9,312.628,"£26,150",3.196,98.87,56.32,57%, -   , -   , -   , -   , -   ,56.32, -   , -   ,1,51,15.96,"£1,995","£7,979","50,000","100,000", -   , £-  , £-  ,"£1,022","£1,039","£1,139","£1,039","£4,156","£38,285","£20,920",50,13.62,"£1,703","£6,810", £-  , £-  ,"£1,012","£1,497","£1,668","£1,497","£5,988","£33,718",£458,"£1,832","-£4,566.90",
"15,000",60,100,1,113.857,"£12,901",2.782,42.25,21.57,51%, -   , -   , -   , -   , -   ,21.57, -   , -   ,1,51,18.33,"£2,750","£10,998","60,000","100,000", -   , £-  , £-  ,"£1,022","£1,039","£1,139","£1,039","£4,156","£28,055","£10,321",50,13.62,"£2,043","£8,172", £-  , £-  ,"£1,012","£1,497","£1,668","£1,497","£5,988","£24,481",£458,"£1,832","-£3,574.60",
"15,000",60,100,2,137.479,"£10,219",3.392,41.13,17.69,43%, -   , -   , -   , -   , -   ,17.69, -   , -   ,1,51,15.03,"£2,255","£9,020","60,000","100,000", -   , £-  , £-  ,"£1,022","£1,039","£1,139","£1,039","£4,156","£23,396","£8,176",50,13.62,"£2,043","£8,172", £-  , £-  ,"£1,012","£1,497","£1,668","£1,497","£5,988","£22,336",£458,"£1,832","-£1,060.40",
"15,000",60,100,3,163.11,"£10,221",3.602,45.42,16.66,37%, -   , -   , -   , -   , -   ,16.66, -   , -   ,1,51,14.16,"£2,124","£8,494","60,000","100,000", -   , £-  , £-  ,"£1,022","£1,039","£1,139","£1,039","£4,156","£22,871","£8,177",50,13.62,"£2,043","£8,172", £-  , £-  ,"£1,012","£1,497","£1,668","£1,497","£5,988","£22,337",£458,"£1,832",-£534.40,
"15,000",60,100,4,188.871,"£13,619",3.388,57.85,17.71,31%, -   , -   , -   , -   , -   ,17.71, -   , -   ,1,51,15.05,"£2,258","£9,033","60,000","100,000", -   , £-  , £-  ,"£1,022","£1,039","£1,139","£1,039","£4,156","£26,808","£10,895",50,13.62,"£2,043","£8,172", £-  , £-  ,"£1,012","£1,497","£1,668","£1,497","£5,988","£25,055",£458,"£1,832","-£1,752.70",
"15,000",60,100,5,213.698,"£15,092",3.313,65.24,18.11,28%, -   , -   , -   , -   , -   ,18.11, -   , -   ,1,51,15.4,"£2,309","£9,237","60,000","100,000", -   , £-  , £-  ,"£1,022","£1,039","£1,139","£1,039","£4,156","£28,485","£12,073",50,13.62,"£2,043","£8,172", £-  , £-  ,"£1,012","£1,497","£1,668","£1,497","£5,988","£26,233",£458,"£1,832","-£2,251.60",
"15,000",60,100,6,239.128,"£17,581",3.327,72.38,18.03,25%, -   , -   , -   , -   , -   ,18.03, -   , -   ,1,51,15.33,"£2,299","£9,198","60,000","100,000", -   , £-  , £-  ,"£1,022","£1,039","£1,139","£1,039","£4,156","£30,935","£14,065",50,13.62,"£2,043","£8,172", £-  , £-  ,"£1,012","£1,497","£1,668","£1,497","£5,988","£28,225",£458,"£1,832","-£2,709.90",
"15,000",60,100,7,262.616,"£21,881",3.235,81.64,18.55,23%, -   , -   , -   , -   , -   ,18.55, -   , -   ,1,51,15.76,"£2,365","£9,459","60,000","100,000", -   , £-  , £-  ,"£1,022","£1,039","£1,139","£1,039","£4,156","£35,496","£17,505",50,13.62,"£2,043","£8,172", £-  , £-  ,"£1,012","£1,497","£1,668","£1,497","£5,988","£31,665",£458,"£1,832","-£3,831.00",
"15,000",60,100,8,285.831,"£25,124",3.221,90.08,18.63,21%, -   , -   , -   , -   , -   ,18.63, -   , -   ,1,51,15.83,"£2,375","£9,499","60,000","100,000", -   , £-  , £-  ,"£1,022","£1,039","£1,139","£1,039","£4,156","£38,779","£20,099",50,13.62,"£2,043","£8,172", £-  , £-  ,"£1,012","£1,497","£1,668","£1,497","£5,988","£34,259",£458,"£1,832","-£4,519.70",
"15,000",60,100,9,312.628,"£26,150",3.196,98.87,18.77,19%, -   , -   , -   , -   , -   ,18.77, -   , -   ,1,51,15.96,"£2,394","£9,575","60,000","100,000", -   , £-  , £-  ,"£1,022","£1,039","£1,139","£1,039","£4,156","£39,881","£20,920",50,13.62,"£2,043","£8,172", £-  , £-  ,"£1,012","£1,497","£1,668","£1,497","£5,988","£35,080",£458,"£1,832","-£4,800.60",
"15,000",75,125,2,137.479,"£10,219",3.392,41.13,22.11,54%, -   , -   , -   , -   , -   ,22.11, -   , -   ,1,51,15.03,"£2,255","£9,020","60,000","100,000", -   , £-  , £-  ,"£1,022","£1,039","£1,139","£1,039","£4,156","£23,396","£8,176",50,13.62,"£2,043","£8,172", £-  , £-  ,"£1,012","£1,497","£1,668","£1,497","£5,988","£22,336",£458,"£1,832","-£1,060.40",
"15,000",75,125,3,163.11,"£10,221",3.602,45.42,20.82,46%, -   , -   , -   , -   , -   ,20.82, -   , -   ,1,51,14.16,"£2,124","£8,494","60,000","100,000", -   , £-  , £-  ,"£1,022","£1,039","£1,139","£1,039","£4,156","£22,871","£8,177",50,13.62,"£2,043","£8,172", £-  , £-  ,"£1,012","£1,497","£1,668","£1,497","£5,988","£22,337",£458,"£1,832",-£534.40,
"15,000",75,125,4,188.871,"£13,619",3.388,57.85,22.14,38%, -   , -   , -   , -   , -   ,22.14, -   , -   ,1,51,15.05,"£2,258","£9,033","60,000","100,000", -   , £-  , £-  ,"£1,022","£1,039","£1,139","£1,039","£4,156","£26,808","£10,895",50,13.62,"£2,043","£8,172", £-  , £-  ,"£1,012","£1,497","£1,668","£1,497","£5,988","£25,055",£458,"£1,832","-£1,752.70",
"15,000",75,125,5,213.698,"£15,092",3.313,65.24,22.64,35%, -   , -   , -   , -   , -   ,22.64, -   , -   ,1,51,15.4,"£2,309","£9,237","60,000","100,000", -   , £-  , £-  ,"£1,022","£1,039","£1,139","£1,039","£4,156","£28,485","£12,073",50,13.62,"£2,043","£8,172", £-  , £-  ,"£1,012","£1,497","£1,668","£1,497","£5,988","£26,233",£458,"£1,832","-£2,251.60",
"15,000",75,125,6,239.128,"£17,581",3.327,72.38,22.54,31%, -   , -   , -   , -   , -   ,22.54, -   , -   ,1,51,15.33,"£2,299","£9,198","60,000","100,000", -   , £-  , £-  ,"£1,022","£1,039","£1,139","£1,039","£4,156","£30,935","£14,065",50,13.62,"£2,043","£8,172", £-  , £-  ,"£1,012","£1,497","£1,668","£1,497","£5,988","£28,225",£458,"£1,832","-£2,709.90",
"15,000",75,125,7,262.616,"£21,881",3.235,81.64,23.18,28%, -   , -   , -   , -   , -   ,23.18, -   , -   ,1,51,15.76,"£2,365","£9,459","60,000","100,000", -   , £-  , £-  ,"£1,022","£1,039","£1,139","£1,039","£4,156","£35,496","£17,505",50,13.62,"£2,043","£8,172", £-  , £-  ,"£1,012","£1,497","£1,668","£1,497","£5,988","£31,665",£458,"£1,832","-£3,831.00",
"15,000",75,125,8,285.831,"£25,124",3.221,90.08,23.28,26%, -   , -   , -   , -   , -   ,23.28, -   , -   ,1,51,15.83,"£2,375","£9,499","60,000","100,000", -   , £-  , £-  ,"£1,022","£1,039","£1,139","£1,039","£4,156","£38,779","£20,099",50,13.62,"£2,043","£8,172", £-  , £-  ,"£1,012","£1,497","£1,668","£1,497","£5,988","£34,259",£458,"£1,832","-£4,519.70",
"15,000",75,125,9,312.628,"£26,150",3.196,98.87,23.47,24%, -   , -   , -   , -   , -   ,23.47, -   , -   ,1,51,15.96,"£2,394","£9,575","60,000","100,000", -   , £-  , £-  ,"£1,022","£1,039","£1,139","£1,039","£4,156","£39,881","£20,920",50,13.62,"£2,043","£8,172", £-  , £-  ,"£1,012","£1,497","£1,668","£1,497","£5,988","£35,080",£458,"£1,832","-£4,800.60",
"15,000",90,150,3,163.11,"£10,221",3.602,45.42,24.98,55%, -   , -   , -   , -   , -   ,24.98, -   , -   ,1,51,14.16,"£2,124","£8,494","60,000","100,000", -   , £-  , £-  ,"£1,022","£1,039","£1,139","£1,039","£4,156","£22,871","£8,177",50,13.62,"£2,043","£8,172", £-  , £-  ,"£1,012","£1,497","£1,668","£1,497","£5,988","£22,337",£458,"£1,832",-£534.40,
"15,000",90,150,4,188.871,"£13,619",3.388,57.85,26.57,46%, -   , -   , -   , -   , -   ,26.57, -   , -   ,1,51,15.05,"£2,258","£9,033","60,000","100,000", -   , £-  , £-  ,"£1,022","£1,039","£1,139","£1,039","£4,156","£26,808","£10,895",50,13.62,"£2,043","£8,172", £-  , £-  ,"£1,012","£1,497","£1,668","£1,497","£5,988","£25,055",£458,"£1,832","-£1,752.70",
"15,000",90,150,5,213.698,"£15,092",3.313,65.24,27.17,42%, -   , -   , -   , -   , -   ,27.17, -   , -   ,1,51,15.4,"£2,309","£9,237","60,000","100,000", -   , £-  , £-  ,"£1,022","£1,039","£1,139","£1,039","£4,156","£28,485","£12,073",50,13.62,"£2,043","£8,172", £-  , £-  ,"£1,012","£1,497","£1,668","£1,497","£5,988","£26,233",£458,"£1,832","-£2,251.60",
"15,000",90,150,6,239.128,"£17,581",3.327,72.38,27.05,37%, -   , -   , -   , -   , -   ,27.05, -   , -   ,1,51,15.33,"£2,299","£9,198","60,000","100,000", -   , £-  , £-  ,"£1,022","£1,039","£1,139","£1,039","£4,156","£30,935","£14,065",50,13.62,"£2,043","£8,172", £-  , £-  ,"£1,012","£1,497","£1,668","£1,497","£5,988","£28,225",£458,"£1,832","-£2,709.90",
"15,000",90,150,7,262.616,"£21,881",3.235,81.64,27.82,34%, -   , -   , -   , -   , -   ,27.82, -   , -   ,1,51,15.76,"£2,365","£9,459","60,000","100,000", -   , £-  , £-  ,"£1,022","£1,039","£1,139","£1,039","£4,156","£35,496","£17,505",50,13.62,"£2,043","£8,172", £-  , £-  ,"£1,012","£1,497","£1,668","£1,497","£5,988","£31,665",£458,"£1,832","-£3,831.00",
"15,000",90,150,8,285.831,"£25,124",3.221,90.08,27.94,31%, -   , -   , -   , -   , -   ,27.94, -   , -   ,1,51,15.83,"£2,375","£9,499","60,000","100,000", -   , £-  , £-  ,"£1,022","£1,039","£1,139","£1,039","£4,156","£38,779","£20,099",50,13.62,"£2,043","£8,172", £-  , £-  ,"£1,012","£1,497","£1,668","£1,497","£5,988","£34,259",£458,"£1,832","-£4,519.70",
"15,000",90,150,9,312.628,"£26,150",3.196,98.87,28.16,28%, -   , -   , -   , -   , -   ,28.16, -   , -   ,1,51,15.96,"£2,394","£9,575","60,000","100,000", -   , £-  , £-  ,"£1,022","£1,039","£1,139","£1,039","£4,156","£39,881","£20,920",50,13.62,"£2,043","£8,172", £-  , £-  ,"£1,012","£1,497","£1,668","£1,497","£5,988","£35,080",£458,"£1,832","-£4,800.60",
"15,000",105,175,4,188.871,"£13,619",3.388,57.85,31,54%, -   , -   , -   , -   , -   ,31, -   , -   ,1,51,15.05,"£2,258","£9,033","60,000","100,000", -   , £-  , £-  ,"£1,022","£1,039","£1,139","£1,039","£4,156","£26,808","£10,895",50,13.62,"£2,043","£8,172", £-  , £-  ,"£1,012","£1,497","£1,668","£1,497","£5,988","£25,055",£458,"£1,832","-£1,752.70",
"15,000",105,175,5,213.698,"£15,092",3.313,65.24,31.7,49%, -   , -   , -   , -   , -   ,31.7, -   , -   ,1,51,15.4,"£2,309","£9,237","60,000","100,000", -   , £-  , £-  ,"£1,022","£1,039","£1,139","£1,039","£4,156","£28,485","£12,073",50,13.62,"£2,043","£8,172", £-  , £-  ,"£1,012","£1,497","£1,668","£1,497","£5,988","£26,233",£458,"£1,832","-£2,251.60",
"15,000",105,175,6,239.128,"£17,581",3.327,72.38,31.56,44%, -   , -   , -   , -   , -   ,31.56, -   , -   ,1,51,15.33,"£2,299","£9,198","60,000","100,000", -   , £-  , £-  ,"£1,022","£1,039","£1,139","£1,039","£4,156","£30,935","£14,065",50,13.62,"£2,043","£8,172", £-  , £-  ,"£1,012","£1,497","£1,668","£1,497","£5,988","£28,225",£458,"£1,832","-£2,709.90",
"15,000",105,175,7,262.616,"£21,881",3.235,81.64,32.46,40%, -   , -   , -   , -   , -   ,32.46, -   , -   ,1,51,15.76,"£2,365","£9,459","60,000","100,000", -   , £-  , £-  ,"£1,022","£1,039","£1,139","£1,039","£4,156","£35,496","£17,505",50,13.62,"£2,043","£8,172", £-  , £-  ,"£1,012","£1,497","£1,668","£1,497","£5,988","£31,665",£458,"£1,832","-£3,831.00",
"15,000",105,175,8,285.831,"£25,124",3.221,90.08,32.59,36%, -   , -   , -   , -   , -   ,32.59, -   , -   ,1,51,15.83,"£2,375","£9,499","60,000","100,000", -   , £-  , £-  ,"£1,022","£1,039","£1,139","£1,039","£4,156","£38,779","£20,099",50,13.62,"£2,043","£8,172", £-  , £-  ,"£1,012","£1,497","£1,668","£1,497","£5,988","£34,259",£458,"£1,832","-£4,519.70",
"15,000",105,175,9,312.628,"£26,150",3.196,98.87,32.85,33%, -   , -   , -   , -   , -   ,32.85, -   , -   ,1,51,15.96,"£2,394","£9,575","60,000","100,000", -   , £-  , £-  ,"£1,022","£1,039","£1,139","£1,039","£4,156","£39,881","£20,920",50,13.62,"£2,043","£8,172", £-  , £-  ,"£1,012","£1,497","£1,668","£1,497","£5,988","£35,080",£458,"£1,832","-£4,800.60",
